ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
prototakana-hill-2-1,prototakana-hill-2,*matina,62,false,expert,,,false,expert
protopanotakana-earthsoil-1-1,protopanotakana-earthsoil-1,**mai-,63,false,expert,,,false,expert
protopanoan-earthsoil-1-1,protopanoan-earthsoil-1,*mai,63,false,expert,,,false,expert
protopanoan-earthsoil-2-1,protopanoan-earthsoil-2,*mai̹,63,false,expert,,,false,expert
protopanoan-earthsoil-3-1,protopanoan-earthsoil-3,*mai̹-,63,false,expert,,,false,expert
protopanoan-earthsoil-4-1,protopanoan-earthsoil-4,*maiwa-,63,false,expert,,,false,expert
protopanoan-earthsoil-5-1,protopanoan-earthsoil-5,*maṣ̌i,63,false,expert,,,false,expert
prototakana-earthsoil-1-1,prototakana-earthsoil-1,*me1-,63,false,expert,,,false,expert
prototakana-earthsoil-2-1,prototakana-earthsoil-2,*meʔi,63,false,expert,,,false,expert
prototakana-earthsoil-3-1,prototakana-earthsoil-3,*mec̹i,63,false,expert,,,false,expert
protopanotakana-piranha-1-1,protopanotakana-piranha-1,**makɨ,64,false,expert,,,false,expert
protopanoan-piranha-1-1,protopanoan-piranha-1,*makɨ,64,false,expert,,,false,expert
prototakana-piranha-1-1,prototakana-piranha-1,*make,64,false,expert,,,false,expert
protopanotakana-die-1-1,protopanotakana-die-1,**ma-,65,false,expert,,,false,expert
protopanotakana-die-2-1,protopanotakana-die-2,**manu-,65,false,expert,,,false,expert
protopanoan-die-1-1,protopanoan-die-1,*manu-,65,false,expert,,,false,expert
protopanoan-die-2-1,protopanoan-die-2,*mawa-,65,false,expert,,,false,expert
prototakana-die-1-1,prototakana-die-1,*ma-,65,false,expert,,,false,expert
prototakana-die-2-1,prototakana-die-2,*manu-,65,false,expert,,,false,expert
protopanotakana-mortar-1-1,protopanotakana-mortar-1,**manVkanV,66,false,expert,,,false,expert
protopanoan-mortar-1-1,protopanoan-mortar-1,*ma̹kaNV,66,false,expert,,,false,expert
prototakana-mortar-1-1,prototakana-mortar-1,*a-maka,66,false,expert,,,false,expert
protopanotakana-achiote-1-1,protopanotakana-achiote-1,**maṣ̌ɨ,67,false,expert,,,false,expert
protopanoan-achiote-1-1,protopanoan-achiote-1,*maṣ̌ɨ,67,false,expert,,,false,expert
prototakana-achiote-1-1,prototakana-achiote-1,*mac̣e,67,false,expert,,,false,expert
protopanotakana-bad-1-1,protopanotakana-bad-1,**ma…,68,false,expert,,,false,expert
prototakana-bad-1-1,prototakana-bad-1,*maza-da,68,false,expert,,,false,expert
protopanotakana-tell-1-1,protopanotakana-tell-1,**mi-,69,false,expert,,,false,expert
protopanoan-tell-1-1,protopanoan-tell-1,*mi-,69,false,expert,,,false,expert
prototakana-tell-1-1,prototakana-tell-1,*mimi-,69,false,expert,,,false,expert
protopanotakana-hand-1-1,protopanotakana-hand-1,**mɨ-,70,false,expert,,,false,expert
protopanoan-hand-1-1,protopanoan-hand-1,*mɨ-,70,false,expert,,,false,expert
protopanoan-hand-2-1,protopanoan-hand-2,*mɨʔi-,70,false,expert,,,false,expert
protopanoan-hand-3-1,protopanoan-hand-3,*mɨ̹-cisi,70,false,expert,,,false,expert
protopanoan-hand-4-1,protopanoan-hand-4,*mɨ-kɨnɨ,70,false,expert,,,false,expert
protopanoan-hand-5-1,protopanoan-hand-5,*mɨ-toti,70,false,expert,,,false,expert
protopanoan-hand-6-1,protopanoan-hand-6,*mɨ-bi,70,false,expert,,,false,expert
protopanoan-hand-7-1,protopanoan-hand-7,*mɨ-ṣ̌o-,70,false,expert,,,false,expert
prototakana-hand-1-1,prototakana-hand-1,*me2-,70,false,expert,,,false,expert
prototakana-hand-2-1,prototakana-hand-2,*me-tiji,70,false,expert,,,false,expert
protopanotakana-night-1-1,protopanotakana-night-1,**mɨta,71,false,expert,,,false,expert
protopanoan-night-1-1,protopanoan-night-1,*yamɨCV,71,false,expert,,,false,expert
protopanoan-night-2-1,protopanoan-night-2,*ya̹ta̹,71,false,expert,,,false,expert
prototakana-night-1-1,prototakana-night-1,*meta,71,false,expert,,,false,expert
protopanotakana-thou-1-1,protopanotakana-thou-1,**mi,72,false,expert,,,false,expert
protopanoan-thou-1-1,protopanoan-thou-1,*mi,72,false,expert,,,false,expert
prototakana-thou-1-1,prototakana-thou-1,*mi,72,false,expert,,,false,expert
protopanotakana-makedry-1-1,protopanotakana-makedry-1,*mur…,73,false,expert,,,false,expert
protopanoan-makedry-1-1,protopanoan-makedry-1,*moro,73,false,expert,,,false,expert
prototakana-makedry-1-1,prototakana-makedry-1,*muři,73,false,expert,,,false,expert
protopanotakana-getwet-1-1,protopanotakana-getwet-1,**Mɨ-,74,false,expert,,,false,expert
protopanoan-getwet-1-1,protopanoan-getwet-1,*mɨʔča,74,false,expert,,,false,expert
protopanotakana-water-1-1,protopanotakana-water-1,**na-,75,false,expert,,,false,expert
protopanoan-water-1-1,protopanoan-water-1,*naši-,75,false,expert,,,false,expert
prototakana-water-1-1,prototakana-water-1,*na-,75,false,expert,,,false,expert
protopanotakana-stand-1-1,protopanotakana-stand-1,**ni-,76,false,expert,,,false,expert
protopanoan-stand-1-1,protopanoan-stand-1,*ni-,76,false,expert,,,false,expert
prototakana-stand-1-1,prototakana-stand-1,*a-ni-,76,false,expert,,,false,expert
prototakana-stand-2-1,prototakana-stand-2,*ni-tia-,76,false,expert,,,false,expert
prototakana-stand-3-1,prototakana-stand-3,*neti-,76,false,expert,,,false,expert
